WindNumber,Time,WindSpeed,Power,RotorSpeed
12,2019/1/4 14:40,1.472955975,0,0.003144654
12,2019/1/4 14:50,2.2855,0,0.003666667
12,2019/1/4 15:00,2.006833333,0,0.00755
12,2019/1/4 15:10,1.632,0,0.009366667
12,2019/1/4 15:20,1.802666667,0,0.0103
12,2019/1/4 15:30,2.095666667,0,0.00825
12,2019/1/4 15:40,2.256333333,0,0.007983333
12,2019/1/4 15:50,3.186166667,0,0.01605
12,2019/1/4 16:00,2.4315,0,0.01945
12,2019/1/4 16:10,2.622333333,0,0.024466667
12,2019/1/4 16:20,2.122333333,0,0.01345
12,2019/1/4 16:30,2.765666667,0,0.017783333
12,2019/1/4 16:40,2.445166667,0,0.026266667
12,2019/1/4 16:50,3.694166667,0,0.0165
12,2019/1/4 17:00,4.078,0,0.004866667
12,2019/1/4 17:10,4.294333333,0,0.0061
12,2019/1/4 17:20,3.1865,0,0.008083333
12,2019/1/4 17:30,2.589666667,0,0.0078
12,2019/1/4 17:40,2.938666667,0,0.0053
12,2019/1/4 17:50,2.83,0,0.006766667
12,2019/1/4 18:00,2.599,0,0.00865
12,2019/1/4 18:10,2.026,0,0.003233333
12,2019/1/4 18:20,1.962,0,0.000683333
12,2019/1/4 18:30,2.232666667,0,0.001383333
12,2019/1/4 18:40,2.2935,0,0.003216667
12,2019/1/4 18:50,1.531166667,0,0
12,2019/1/4 19:00,1.250833333,0,0
12,2019/1/4 19:10,0.957333333,0,0
12,2019/1/4 19:20,1.222666667,0,0
12,2019/1/4 19:30,0.909333333,0,0
12,2019/1/4 19:40,0.844666667,0,0
12,2019/1/4 19:50,0.836,0,0
12,2019/1/4 20:00,0.530560928,0,0
12,2019/1/4 20:10,0.858333333,0,0
12,2019/1/4 20:20,0.5278157,0,0
12,2019/1/4 20:30,0.642268041,0,0
12,2019/1/4 20:40,0.965833333,0,0
12,2019/1/4 20:50,0.834660422,0,0
12,2019/1/4 21:00,0.546785714,0,0
12,2019/1/4 21:10,0.582310469,0,0
12,2019/1/4 21:20,0.455241935,0,0
12,2019/1/4 21:30,0.526689775,0,0
12,2019/1/4 21:40,0.698804781,0,0
12,2019/1/4 21:50,0.797256098,0,0
12,2019/1/4 22:00,1.214666667,0,0
12,2019/1/4 22:10,0.879895561,0,0
12,2019/1/4 22:20,0.455042017,0,0
12,2019/1/4 22:30,0.612178388,0,0
12,2019/1/4 22:40,0.625320513,0,0
12,2019/1/4 22:50,0.789257812,0,0
12,2019/1/4 23:00,1.793423272,0,0
12,2019/1/4 23:10,1.485833333,0,0.000383333
12,2019/1/4 23:20,1.23344652,0,0
12,2019/1/4 23:30,0.632016632,0,0
12,2019/1/4 23:40,0.717045455,0,0
12,2019/1/4 23:50,0.745205479,0,0
12,2019/1/5 0:00,0.695333333,0,0
12,2019/1/5 0:10,0.536774194,0,0
12,2019/1/5 0:20,0.475182482,0,0
12,2019/1/5 0:30,0.83125,0,0
12,2019/1/5 0:40,1.126030369,0,-4.34E-05
12,2019/1/5 0:50,1.127315914,0,0
12,2019/1/5 1:00,1.582149047,0,0.000311958
12,2019/1/5 1:10,3.060833333,0,0.0004
12,2019/1/5 1:20,3.1435,0,1.67E-05
12,2019/1/5 1:30,2.595166667,0,-0.000133333
12,2019/1/5 1:40,2.549833333,0,0
12,2019/1/5 1:50,2.990166667,0,0.001366667
12,2019/1/5 2:00,2.7415,0,0
12,2019/1/5 2:10,2.092,0,0
12,2019/1/5 2:20,2.039,0,0
12,2019/1/5 2:30,2.218833333,0,0
12,2019/1/5 2:40,2.101,0,0
12,2019/1/5 2:50,2.026833333,0,0
12,2019/1/5 3:00,2.829166667,0,0
12,2019/1/5 3:10,3.464833333,0,0.004666667
12,2019/1/5 3:20,2.2875,0,0.008716667
12,2019/1/5 3:30,2.212962963,0,0.009377104
12,2019/1/5 3:40,2.131040268,0,0.009597315
12,2019/1/5 3:50,2.711166667,0,0.004433333
12,2019/1/5 4:00,1.47885906,0,0.000704698
12,2019/1/5 4:10,1.895769882,0,-1.69E-05
12,2019/1/5 4:20,2.488666667,0,5.00E-05
12,2019/1/5 4:30,1.130175439,0,0
12,2019/1/5 4:40,2.243833333,0,-3.33E-05
12,2019/1/5 4:50,1.560173913,0,0.000295652
12,2019/1/5 5:00,1.694639866,0,0
12,2019/1/5 5:10,1.140254237,0,0
12,2019/1/5 5:20,0.971301775,0,0
12,2019/1/5 5:30,0.755608592,0,0
12,2019/1/5 5:40,0.52739726,0,0
12,2019/1/5 5:50,0.427868852,0,0
12,2019/1/5 6:00,0.560629921,0,0
12,2019/1/5 6:10,0.552941176,0,0
12,2019/1/5 6:30,0.414705882,0,0
12,2019/1/5 6:40,0.809456265,0,0
12,2019/1/5 6:50,0.668137255,0,0
12,2019/1/5 7:00,0.568478261,0,0
12,2019/1/5 7:30,0.857684631,0,0
12,2019/1/5 7:40,0.512264151,0,0
12,2019/1/5 7:50,1.182561308,0,0
12,2019/1/5 8:00,0.673780488,0,0
12,2019/1/5 8:10,0.77375,0,0
12,2019/1/5 8:20,0.700956938,0,0.001818182
12,2019/1/5 8:30,1.075855856,0,0
12,2019/1/5 8:40,2.389333333,0,0.003383333
12,2019/1/5 8:50,2.804833333,0,0.003066667
12,2019/1/5 9:00,3.201166667,0,0.008233333
12,2019/1/5 9:10,1.05,0,0.001323529
12,2019/1/5 9:20,0.787240356,0,0
12,2019/1/5 9:30,2.2215,0,0.002033333
12,2019/1/5 9:40,2.5405,0,0.0048
12,2019/1/5 9:50,1.210614525,0,0.011396648
12,2019/1/5 10:00,1.753166667,0,0.00635
12,2019/1/5 10:10,2.080540541,0,0.004378378
12,2019/1/5 10:20,2.280666667,0,0.006133333
12,2019/1/5 10:30,2.099333333,0,0.012266667
12,2019/1/5 10:40,1.523877069,0,0.007966903
12,2019/1/5 10:50,2.321731749,0,0.005229202
12,2019/1/5 11:00,2.442,0,0.000366667
12,2019/1/5 11:10,1.155612245,0,0
12,2019/1/5 11:20,1.481833333,0,-0.000116667
12,2019/1/5 11:30,0.99868709,0,0
12,2019/1/5 11:40,2.595833333,0,0.00195
12,2019/1/5 11:50,1.674,0,0.0012
12,2019/1/5 12:00,1.628109029,0,6.81E-05
12,2019/1/5 12:10,1.032601881,0,-9.40E-05
12,2019/1/5 12:20,0.704852321,0,-6.33E-05
12,2019/1/5 12:30,0.63030303,0,0
12,2019/1/5 12:40,0.807342657,0,0
12,2019/1/5 12:50,0.491578947,0,0
12,2019/1/5 13:00,0.670454545,0,0
12,2019/1/5 13:10,0.691927083,0,0
12,2019/1/5 13:20,0.84023569,0,0
12,2019/1/5 13:30,0.623809524,0,0
12,2019/1/5 13:40,0.83298153,0,0
12,2019/1/5 13:50,1.402083333,0,0
12,2019/1/5 14:00,1.6495,0,-5.00E-05
12,2019/1/5 14:10,0.979310345,0,0
12,2019/1/5 14:20,0.662777778,0,0.000194444
12,2019/1/5 14:30,0.774336283,0,0
12,2019/1/5 14:40,0.691394659,0,0
12,2019/1/5 14:50,1.053333333,0,0
12,2019/1/5 15:00,2.272333333,0,0
12,2019/1/5 15:10,1.674486301,0,0
12,2019/1/5 15:20,1.477142857,0,-9.52E-05
12,2019/1/5 15:30,1.003274559,0,0.002770781
12,2019/1/5 15:40,0.736426117,0,0
12,2019/1/5 15:50,0.907722008,0,0
12,2019/1/5 16:00,0.973449132,0,0
12,2019/1/5 16:10,1.69535865,0,0
12,2019/1/5 16:20,3.237896494,0,0.002420701
12,2019/1/5 16:30,1.640070299,0,0.001898067
12,2019/1/5 16:40,2.424561404,0,0.003192982
12,2019/1/5 16:50,0.629692833,0,0
12,2019/1/5 17:00,2.137666667,0,0.000783333
12,2019/1/5 17:10,1.86,0,0.000740741
12,2019/1/5 17:20,2.421166667,0,0.00155
12,2019/1/5 17:30,2.859166667,0,0.001133333
12,2019/1/5 17:40,2.867666667,0,0.002683333
12,2019/1/5 17:50,2.8975,0,0.00285
12,2019/1/5 18:00,3.336333333,0,0.007116667
12,2019/1/5 18:10,2.654,0,0.003266667
12,2019/1/5 18:20,2.519333333,0,0.0038
12,2019/1/5 18:30,1.638067061,0,0.006745562
12,2019/1/5 18:40,1.600798403,0,0
12,2019/1/5 18:50,2.509,0,0.000116667
12,2019/1/5 19:00,1.677234401,0,0.001231029
12,2019/1/5 19:10,1.91537133,0,1.73E-05
12,2019/1/5 19:20,1.055949367,0,0
12,2019/1/5 19:30,0.847905282,0,0
12,2019/1/5 19:40,0.970437018,0,0
12,2019/1/5 19:50,0.660606061,0,0
12,2019/1/5 20:00,1.188656195,0,0
12,2019/1/5 20:10,1.439082569,0,0
12,2019/1/5 20:20,0.753333333,0,0
12,2019/1/5 20:30,1.601333333,0,-5.00E-05
12,2019/1/5 20:40,0.803709949,0,0
12,2019/1/5 20:50,1.330333333,0,0
12,2019/1/5 21:00,0.732307692,0,0
