WindNumber,Time,WindSpeed,Power,RotorSpeed
5,2019/1/2 11:40,1.072884615,0,0
5,2019/1/2 11:50,0.933833333,0,0
5,2019/1/2 12:00,0.9955,0,0
5,2019/1/2 12:10,0.845166667,0,0
5,2019/1/2 12:20,0.908249158,0,0
5,2019/1/2 12:30,1.2255,0,0
5,2019/1/2 12:40,1.516666667,0,0
5,2019/1/2 12:50,1.880333333,0,0
5,2019/1/2 13:00,1.5325,0,0
5,2019/1/2 13:10,1.02,0,0
5,2019/1/2 13:20,1.294833333,0,0
5,2019/1/2 13:30,1.385,0,0
5,2019/1/2 13:40,1.544833333,0,0
5,2019/1/2 13:50,2.092833333,0,0
5,2019/1/2 14:00,2.2895,0,0
5,2019/1/2 14:10,1.9295,0,0
5,2019/1/2 14:20,1.869166667,0,0.0065
5,2019/1/2 14:30,1.9205,0,0
5,2019/1/2 14:40,2.604,0,0.35375
5,2019/1/2 14:50,2.914333333,0,2.43725
5,2019/1/2 15:00,2.984,0,2.61225
5,2019/1/2 15:10,3.1585,0,2.72625
5,2019/1/2 15:20,3.356126482,0,3.15
5,2019/1/3 10:10,6.8,625,11.55
5,2019/1/3 10:20,6.757833333,699.5416667,12.02325
5,2019/1/3 10:30,6.707833333,696.695,11.97875
5,2019/1/3 10:40,6.173833333,565.8616667,11.16675
5,2019/1/3 10:50,5.475833333,386.895,9.866
5,2019/1/3 11:00,6.018833333,486.5383333,10.645
5,2019/1/3 11:10,6.366333333,541.6083333,11.0395
5,2019/1/3 11:20,6.525833333,590.1816667,11.3605
5,2019/1/3 11:30,6.690333333,592.4766667,11.3615
5,2019/1/3 11:40,6.8665,654.2033333,11.74725
5,2019/1/3 11:50,6.563833333,591.7633333,11.31975
5,2019/1/3 12:00,6.014833333,477.1183333,10.465
5,2019/1/3 12:10,5.953,472.605,10.42325
5,2019/1/3 12:20,5.979,488.9183333,10.5485
5,2019/1/3 12:30,5.857833333,441.5166667,10.233
5,2019/1/3 12:40,5.441333333,343.7216667,9.47775
5,2019/1/3 12:50,4.925833333,226.205,8.241
5,2019/1/3 13:00,4.717833333,211.6266667,8.07975
5,2019/1/3 13:10,4.435,170.885,7.756
5,2019/1/3 13:20,3.665,95.71666667,7.2975
5,2019/1/3 13:30,3.127166667,50.9,7.1485
5,2019/1/3 13:40,2.7085,38.4,6.86875
5,2019/1/3 13:50,2.764833333,18.65666667,4.42125
5,2019/1/3 14:00,1.919387755,0,0
5,2019/1/3 14:10,1.740833333,0,0
5,2019/1/3 14:20,2.099333333,0,0.01025
5,2019/1/3 14:30,1.744333333,0,0.0135
5,2019/1/3 14:40,2.241666667,0,0
5,2019/1/3 14:50,2.344,0,0.053
5,2019/1/3 15:00,2.411,0,2.13225
5,2019/1/3 15:10,3.430666667,51.24333333,6.56075
5,2019/1/3 15:20,3.481166667,65.96,7.2025
5,2019/1/3 15:30,4.152833333,129.7616667,7.40425
5,2019/1/3 15:40,4.1915,137.82,7.42325
5,2019/1/3 15:50,3.889666667,113.0033333,7.3415
5,2019/1/3 16:00,4.4995,167.9866667,7.64925
5,2019/1/3 16:10,4.557666667,157.4283333,7.56625
5,2019/1/3 16:20,4.743666667,186.0183333,7.808
5,2019/1/3 16:30,4.475166667,171.05,7.64075
5,2019/1/3 16:40,4.354166667,151.775,7.54325
5,2019/1/3 16:50,4.1875,137.1516667,7.41275
5,2019/1/3 17:00,4.593666667,176.1266667,7.62025
5,2019/1/3 17:10,3.8195,104.8716667,7.31625
5,2019/1/3 17:20,2.939,33.82,7.1065
5,2019/1/3 17:30,3.081833333,39.87166667,7.12575
5,2019/1/3 17:40,2.374333333,7.426666667,6.736
5,2019/1/3 17:50,1.955833333,-0.03,5.33075
5,2019/1/3 18:00,1.816833333,0,0.0035
5,2019/1/3 18:10,0.767833333,0,0
5,2019/1/3 18:20,0.713076923,0,0
